City/Town,Report Date,Total Case Count,Two Week Case Counts,Average Daily Rate,% Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week
Wilmington,11/27/2020,595,100,29.2,Higher,17261,2582,113,4.38%,Higher
Winchendon,11/27/2020,184,52,34.5,Higher,6606,940,59,6.28%,Higher
Winchester,11/27/2020,290,57,18.3,Higher,23316,3607,59,1.64%,Higher
Windsor,11/27/2020,5,<5,16.9,Higher,419,53,2,3.77%,Higher
Winthrop,11/27/2020,809,89,33.7,Lower,29392,4644,159,3.42%,Lower
Woburn,11/27/2020,1343,266,45.8,Higher,35401,6084,314,5.16%,Lower
Worcester,11/27/2020,9135,1280,47.7,Higher,342792,52047,1420,2.73%,Higher
Worthington,11/27/2020,7,5,34.1,Higher,773,132,5,3.79%,Lower
Wrentham,11/27/2020,372,59,37.4,Higher,12046,1664,67,4.03%,Higher
Yarmouth,11/27/2020,258,82,24.3,Higher,13684,2102,90,4.28%,Higher
Unknown,11/27/2020,584,212,*,*,155858,18579,220,*,*
State,11/27/2020,207284,34070,34.9,Higher,8130694,1187383,39435,3.32%,Higher
Abington,11/19/2020,418,61,23.9,Higher,10666,1317,69,5.24%,Higher
Acton,11/19/2020,263,35,10.5,Higher,15894,1857,37,1.99%,Higher
Acushnet,11/19/2020,256,45,30.8,Higher,6786,983,50,5.09%,Higher
Adams,11/19/2020,54,6,5.2,Higher,4656,670,6,0.90%,Higher
Agawam,11/19/2020,806,110,27.6,Higher,23208,3192,130,4.07%,Higher
Alford,11/19/2020,<5,0,0,No Change,113,14,0,0%,No Change
Amesbury,11/19/2020,285,41,17.6,Higher,10582,1446,46,3.18%,Higher
Amherst,11/19/2020,447,124,22.0,Higher,154178,24967,129,0.52%,Higher
Andover,11/19/2020,682,181,35.8,Higher,36385,6665,208,3.12%,Higher
Aquinnah,11/19/2020,<5,0,0,No Change,280,36,0,0%,No Change
Arlington,11/19/2020,508,68,10.6,Higher,40703,5807,81,1.39%,Higher
Ashburnham,11/19/2020,73,17,19.3,Higher,4531,754,18,2.39%,Higher
Ashby,11/19/2020,43,16,32.8,Higher,1657,250,16,6.40%,Higher
Ashfield,11/19/2020,8,0,0,Lower,992,120,0,0%,Lower
Ashland,11/19/2020,474,88,31.9,Higher,14467,2235,98,4.38%,Higher
Athol,11/19/2020,139,17,10.1,Lower,8435,1051,21,2.00%,No Change
Attleboro,11/19/2020,1290,230,35.3,Higher,27843,3936,251,6.38%,Higher
Auburn,11/19/2020,390,71,30.8,Higher,13129,2060,78,3.79%,Higher
Avon,11/19/2020,122,20,32.6,Higher,3081,415,21,5.06%,Higher
Ayer,11/19/2020,175,11,9.7,Higher,8606,821,11,1.34%,Higher
Barnstable,11/19/2020,712,145,23.1,Higher,24187,2885,156,5.41%,Higher
Barre,11/19/2020,84,8,10.3,Higher,3274,379,9,2.37%,Higher
Becket,11/19/2020,19,<5,8.0,Higher,905,155,2,1.29%,Higher
Bedford,11/19/2020,330,15,7.1,Higher,15668,1384,16,1.16%,Higher
Belchertown,11/19/2020,199,29,12.9,Higher,13140,2051,35,1.71%,No Change
Bellingham,11/19/2020,265,53,21.0,Higher,9424,1357,59,4.35%,Higher
Belmont,11/19/2020,344,36,9.4,Higher,24885,3515,43,1.22%,No Change
Berkley,11/19/2020,148,25,26.2,Higher,4284,653,30,4.59%,No Change
Berlin,11/19/2020,39,10,22.1,Higher,2316,350,10,2.86%,Higher
Bernardston,11/19/2020,17,<5,13.8,Higher,1581,203,4,1.97%,Higher
Beverly,11/19/2020,990,151,26.3,Higher,60241,9874,166,1.68%,Higher
Billerica,11/19/2020,971,144,23.6,Higher,28580,3987,161,4.04%,Higher
Blackstone,11/19/2020,129,32,25.3,Higher,5076,782,33,4.22%,Higher
Blandford,11/19/2020,15,<5,11.8,Lower,544,78,2,2.56%,Lower
Bolton,11/19/2020,38,12,17.0,Higher,4029,559,21,3.76%,Higher
Boston,11/19/2020,24587,3058,31.5,Higher,1335650,205995,3476,1.69%,Higher
Bourne,11/19/2020,278,33,11.2,Lower,14336,1863,38,2.04%,No Change
Boxborough,11/19/2020,44,9,12.7,Higher,3300,411,9,2.19%,Higher
Boxford,11/19/2020,95,15,14.0,Higher,5722,844,18,2.13%,Higher
Boylston,11/19/2020,51,13,20.7,Lower,3458,502,14,2.79%,Lower
Braintree,11/19/2020,1158,110,19.8,Higher,31871,4584,122,2.66%,Higher
Brewster,11/19/2020,131,<5,1.4,Lower,5570,541,3,0.55%,No Change
Bridgewater,11/19/2020,551,55,13.7,Higher,26672,3719,60,1.61%,Higher
Brimfield,11/19/2020,33,12,23.0,Higher,2021,261,12,4.60%,Higher
Brockton,11/19/2020,5910,454,32.7,Higher,81789,9363,527,5.63%,Higher
Brookfield,11/19/2020,39,11,21.3,Higher,2089,256,11,4.30%,Higher
Brookline,11/19/2020,676,99,10.9,Higher,76177,11936,112,0.94%,Higher
Buckland,11/19/2020,16,0,0,No Change,162,9,0,0%,No Change
Burlington,11/19/2020,455,78,20.0,Higher,17944,2390,85,3.56%,Higher
Cambridge,11/19/2020,1679,273,17.4,Higher,312540,50947,295,0.58%,Higher
Canton,11/19/2020,488,33,10.2,Higher,21003,2604,35,1.34%,Higher
Carlisle,11/19/2020,35,<5,4.5,No Change,3238,412,3,0.73%,No Change
Carver,11/19/2020,132,24,14.0,No Change,5963,637,26,4.08%,No Change
Charlemont,11/19/2020,<5,0,0,No Change,805,104,0,0%,No Change
Charlton,11/19/2020,184,40,20.2,Higher,10232,1383,42,3.04%,Higher
Chatham,11/19/2020,49,7,8.6,Lower,3247,323,7,2.17%,Lower
Chelmsford,11/19/2020,744,126,25.0,Higher,26489,3344,140,4.19%,Higher
Chelsea,11/19/2020,4468,358,69.3,Higher,51191,5902,426,7.22%,Higher
Cheshire,11/19/2020,11,6,14.6,Higher,1784,268,6,2.24%,Higher
Chester,11/19/2020,6,0,0,No Change,565,76,0,0%,No Change
Chesterfield,11/19/2020,10,0,0,Lower,608,72,0,0%,Lower
Chicopee,11/19/2020,1212,311,39.2,Higher,38761,6112,358,5.86%,Higher
Chilmark,11/19/2020,5,<5,28.2,Higher,1968,205,3,1.46%,Higher
Clarksburg,11/19/2020,14,5,21.3,Higher,699,77,5,6.49%,Higher
Clinton,11/19/2020,458,79,40.1,Higher,9901,1225,88,7.18%,Higher
Cohasset,11/19/2020,61,13,12.6,No Change,4974,822,13,1.58%,Lower
Colrain,11/19/2020,5,0,0,No Change,970,123,0,0%,No Change
Concord,11/19/2020,308,92,35.1,Higher,19609,2962,95,3.21%,Higher
Conway,11/19/2020,<5,0,0,No Change,1227,141,0,0%,No Change
Cummington,11/19/2020,7,<5,9.1,No Change,725,85,1,1.18%,No Change
Dalton,11/19/2020,48,18,19.9,Higher,3756,713,19,2.66%,Higher
Danvers,11/19/2020,987,100,24.9,Higher,24967,3415,112,3.28%,Higher
Dartmouth,11/19/2020,889,224,43.1,Higher,28162,4235,253,5.97%,Higher
Dedham,11/19/2020,655,52,13.6,Higher,25623,3132,60,1.92%,Higher
Deerfield,11/19/2020,32,8,10.8,Higher,13955,2639,8,0.30%,Higher
Dennis,11/19/2020,135,9,4.9,Higher,6552,805,9,1.12%,No Change
Dighton,11/19/2020,158,47,42.3,Higher,4573,703,53,7.54%,Higher
Douglas,11/19/2020,125,42,31.6,Higher,5013,751,47,6.26%,Higher
Dover,11/19/2020,48,7,9.7,Higher,4694,616,8,1.30%,Higher
Dracut,11/19/2020,840,141,31.1,Higher,23924,3045,162,5.32%,Higher
Dudley,11/19/2020,207,56,32.1,Higher,23224,3518,59,1.68%,Higher
Dunstable,11/19/2020,30,14,30.0,Higher,1844,281,15,5.34%,Higher
Duxbury,11/19/2020,216,24,11.3,Higher,10963,1194,24,2.01%,Higher
East Bridgewater,11/19/2020,282,20,9.6,Higher,8038,959,24,2.50%,Higher
East Brookfield,11/19/2020,20,<5,9.5,Higher,1222,156,3,1.92%,Higher
East Longmeadow,11/19/2020,503,73,30.7,Higher,13815,2267,89,3.93%,Higher
Eastham,11/19/2020,25,<5,6.2,Higher,2031,173,4,2.31%,Higher
Easthampton,11/19/2020,211,41,18.1,Higher,21966,3369,43,1.28%,Higher
Easton,11/19/2020,478,64,19.3,Higher,43400,6344,68,1.07%,Higher
Edgartown,11/19/2020,55,31,54.2,Higher,5542,683,32,4.69%,Higher
Egremont,11/19/2020,8,<5,6.7,Higher,559,84,1,1.19%,Higher
Erving,11/19/2020,11,<5,10.1,Higher,1279,155,3,1.94%,Higher
Essex,11/19/2020,32,<5,3.8,Lower,1889,239,2,0.84%,Lower
Everett,11/19/2020,3252,443,65.2,Higher,45931,6368,531,8.34%,Higher
Fairhaven,11/19/2020,493,101,45.1,Higher,13987,2198,125,5.69%,Higher
Fall River,11/19/2020,4069,1078,86.2,Higher,73076,11807,1285,10.88%,Higher
Falmouth,11/19/2020,339,29,6.6,Higher,23267,2465,34,1.38%,Higher
Fitchburg,11/19/2020,1510,329,55.8,Higher,31623,4828,373,7.73%,Higher
Florida,11/19/2020,<5,0,0,No Change,280,34,0,0%,No Change
Foxborough,11/19/2020,283,61,23.9,Higher,22941,2600,63,2.42%,Higher
Framingham,11/19/2020,3054,356,34.2,Higher,63257,9328,407,4.36%,Higher
Franklin,11/19/2020,376,106,22.3,Higher,19789,2791,116,4.16%,Higher
Freetown,11/19/2020,209,46,36.3,Higher,5291,771,49,6.36%,Higher
Gardner,11/19/2020,357,67,24.1,Higher,16518,1759,78,4.43%,Higher
Georgetown,11/19/2020,126,22,17.5,Higher,5563,803,26,3.24%,Higher
Gill,11/19/2020,<5,<5,4.3,No Change,2413,413,1,0.24%,No Change
Gloucester,11/19/2020,460,38,9.6,Higher,18013,1777,44,2.48%,Higher
Goshen,11/19/2020,7,<5,12.4,Higher,333,45,2,4.44%,Higher
Gosnold,11/19/2020,5,0,0,No Change,111,1,0,0%,No Change
Grafton,11/19/2020,218,61,21.7,Higher,15024,2284,62,2.71%,Higher
Granby,11/19/2020,85,11,12.9,Higher,4686,698,12,1.72%,Lower
Granville,11/19/2020,22,7,32.3,Higher,899,133,8,6.02%,Higher
Great Barrington,11/19/2020,89,<5,3.2,Higher,11428,1793,4,0.22%,Higher
Greenfield,11/19/2020,260,13,5.4,Higher,13951,1590,15,0.94%,Higher
Groton,11/19/2020,84,16,9.8,Higher,10145,1525,18,1.18%,Higher
Groveland,11/19/2020,78,15,15.7,Higher,4316,571,17,2.98%,Higher
Hadley,11/19/2020,62,7,8.6,Higher,10307,1470,8,0.54%,Higher
Halifax,11/19/2020,99,11,10.3,Higher,4218,489,14,2.86%,Higher
Hamilton,11/19/2020,67,9,8.7,Lower,4724,658,11,1.67%,Lower
Hampden,11/19/2020,143,28,40.8,Higher,4016,631,33,5.23%,Higher
Hancock,11/19/2020,<5,<5,11.1,Higher,117,12,1,8.33%,Higher
Hanover,11/19/2020,213,34,16.9,Lower,8503,1068,35,3.28%,Lower
Hanson,11/19/2020,200,29,19.2,Higher,6165,730,32,4.38%,Higher
Hardwick,11/19/2020,13,<5,6.4,Higher,1464,181,3,1.66%,Higher
Harvard,11/19/2020,34,7,7.2,Higher,3814,465,7,1.51%,Higher
Harwich,11/19/2020,188,10,5.7,Higher,6961,737,11,1.49%,Lower
Hatfield,11/19/2020,40,18,39.7,Higher,2579,393,19,4.83%,Higher
Haverhill,11/19/2020,2189,256,27.7,Higher,56769,7534,296,3.93%,Higher
Hawley,11/19/2020,0,0,0,No Change,51,5,0,0%,No Change
Heath,11/19/2020,0,0,0,No Change,290,41,0,0%,No Change
Hingham,11/19/2020,470,40,11.9,Higher,18125,2115,43,2.03%,Higher
Hinsdale,11/19/2020,7,<5,6.7,Higher,1242,176,2,1.14%,Higher
Holbrook,11/19/2020,299,25,15.8,Higher,7405,971,27,2.78%,Higher
Holden,11/19/2020,285,69,25.9,Higher,16139,2209,75,3.40%,Higher
Holland,11/19/2020,17,<5,5.6,Higher,1352,157,2,1.27%,Higher
Holliston,11/19/2020,194,31,16.1,Lower,10611,1387,33,2.38%,No Change
Holyoke,11/19/2020,1783,304,53.4,Higher,38044,5745,366,6.37%,Higher
Hopedale,11/19/2020,94,24,30.4,Higher,4350,597,24,4.02%,Higher
Hopkinton,11/19/2020,206,26,11.3,Higher,12819,1636,26,1.59%,Higher
Hubbardston,11/19/2020,27,8,12.2,Higher,2780,368,8,2.17%,Higher
Hudson,11/19/2020,433,71,24.1,Higher,13940,1940,75,3.87%,Higher
Hull,11/19/2020,114,21,15.3,Higher,5622,705,26,3.69%,Higher
Huntington,11/19/2020,31,8,26.0,Higher,1352,188,8,4.26%,Higher
Ipswich,11/19/2020,148,33,17.6,Higher,8934,1143,41,3.59%,Higher
Kingston,11/19/2020,257,22,11.5,Higher,10171,1314,26,1.98%,Higher
Lakeville,11/19/2020,159,29,18.2,Higher,6572,947,31,3.27%,Higher
Lancaster,11/19/2020,164,33,27.4,Higher,5065,648,35,5.40%,Higher
Lanesborough,11/19/2020,20,8,18.9,Higher,1698,289,8,2.77%,Higher
Lawrence,11/19/2020,7773,1328,108.1,Higher,89115,13003,1692,13.01%,Higher
Lee,11/19/2020,47,19,23.3,Higher,3356,597,24,4.02%,Higher
Leicester,11/19/2020,269,40,25.4,Higher,8906,1140,43,3.77%,Higher
Lenox,11/19/2020,43,12,17.7,Higher,3980,629,16,2.54%,Higher
Leominster,11/19/2020,1350,358,63.3,Higher,31543,5015,389,7.76%,Higher
Leverett,11/19/2020,9,<5,3.5,Lower,2265,331,1,0.30%,Lower
Lexington,11/19/2020,409,25,5.2,Higher,23317,3107,27,0.87%,Higher
Leyden,11/19/2020,<5,0,0,No Change,114,14,0,0%,No Change
Lincoln,11/19/2020,62,6,4.9,No Change,5031,631,6,0.95%,No Change
Littleton,11/19/2020,168,16,11.7,Higher,7138,817,17,2.08%,Higher
Longmeadow,11/19/2020,343,49,22.7,Higher,13916,2389,56,2.34%,Higher
Lowell,11/19/2020,5430,1044,64.2,Higher,98722,13408,1186,8.85%,Higher
Ludlow,11/19/2020,336,99,34.1,Higher,14968,2474,126,5.09%,Higher
Lunenburg,11/19/2020,167,68,46.6,Higher,6704,1073,71,6.62%,Higher
Lynn,11/19/2020,6666,869,61.6,Higher,86206,11253,1028,9.14%,Higher
Lynnfield,11/19/2020,235,49,30.2,Higher,9913,1536,55,3.58%,Higher
Malden,11/19/2020,2210,328,34.6,Higher,57407,7994,366,4.58%,Higher
Manchester,11/19/2020,39,8,11.7,No Change,3132,507,8,1.58%,Lower
Mansfield,11/19/2020,339,46,13.9,Higher,16011,2241,47,2.10%,Higher
Marblehead,11/19/2020,353,46,17.3,Higher,14793,2001,51,2.55%,Higher
Marion,11/19/2020,91,50,77.7,Higher,8820,2019,58,2.87%,No Change
Marlborough,11/19/2020,1660,140,22.9,Higher,35805,4350,169,3.89%,Higher
Marshfield,11/19/2020,356,51,14.1,Higher,14511,1783,59,3.31%,Higher
Mashpee,11/19/2020,115,15,6.9,Higher,9043,1022,17,1.66%,Higher
Mattapoisett,11/19/2020,92,22,27.4,Lower,3729,549,24,4.37%,Lower
Maynard,11/19/2020,144,28,19.2,Higher,7711,1000,30,3.00%,Higher
Medfield,11/19/2020,112,35,22.2,Higher,9296,1369,35,2.56%,Higher
Medford,11/19/2020,1637,189,22.2,Higher,105008,16428,211,1.28%,Higher
Medway,11/19/2020,200,21,11.5,Higher,9059,1211,25,2.06%,Higher
Melrose,11/19/2020,507,103,25.4,Higher,28489,3841,114,2.97%,Higher
Mendon,11/19/2020,74,20,24.7,Higher,3734,521,22,4.22%,Higher
Merrimac,11/19/2020,70,18,20.2,Higher,4210,557,22,3.95%,Higher
Methuen,11/19/2020,2151,387,51.3,Higher,44217,6625,466,7.03%,Higher
Middleborough,11/19/2020,451,56,14.6,Higher,15271,2001,62,3.10%,Higher
Middlefield,11/19/2020,0,0,0,No Change,127,24,0,0%,No Change
Middleton,11/19/2020,402,19,13.0,Higher,7811,947,27,2.85%,Higher
Milford,11/19/2020,1038,157,38.2,Higher,20893,2542,174,6.85%,Higher
Millbury,11/19/2020,339,49,25.6,Higher,9117,1307,53,4.06%,Higher
Millis,11/19/2020,94,18,16.3,Higher,5181,699,19,2.72%,Higher
Millville,11/19/2020,46,9,17.9,Higher,1659,250,10,4.00%,Higher
Milton,11/19/2020,571,74,18.4,Higher,39147,5483,83,1.51%,Higher
Monroe,11/19/2020,<5,0,0,No Change,43,4,0,0%,No Change
Monson,11/19/2020,110,24,20.4,Higher,5193,796,26,3.27%,Higher
Montague,11/19/2020,44,9,7.6,No Change,5807,621,9,1.45%,Higher
Monterey,11/19/2020,<5,0,0,No Change,578,66,0,0%,No Change
Montgomery,11/19/2020,8,<5,8.1,No Change,149,22,1,4.55%,Lower
Mount Washington,11/19/2020,0,0,0,No Change,35,4,0,0%,No Change
Nahant,11/19/2020,83,17,37.6,Higher,2907,464,18,3.88%,Higher
Nantucket,11/19/2020,262,76,47.6,Higher,9896,1491,79,5.30%,Higher
Natick,11/19/2020,615,47,9.3,Higher,29799,4294,60,1.40%,Higher
Needham,11/19/2020,482,31,7.6,Lower,30468,4238,37,0.87%,Lower
New Ashford,11/19/2020,<5,0,0,Lower,76,6,0,0%,Lower
New Bedford,11/19/2020,3941,548,39.2,Higher,67909,8811,644,7.31%,Higher
New Braintree,11/19/2020,5,<5,6.7,Higher,505,52,2,3.85%,Higher
New Marlborough,11/19/2020,9,0,0,No Change,549,77,0,0%,No Change
New Salem,11/19/2020,6,<5,14.6,No Change,630,68,2,2.94%,Lower
Newbury,11/19/2020,52,18,19.5,Higher,5533,883,21,2.38%,Higher
Newburyport,11/19/2020,271,68,27.4,Higher,15773,2307,79,3.42%,Higher
Newton,11/19/2020,1283,117,9.1,Higher,161080,26065,130,0.50%,Higher
Norfolk,11/19/2020,336,204,116.6,Lower,9450,2077,208,10.01%,Lower
North Adams,11/19/2020,85,12,6.7,Higher,11571,1405,12,0.85%,Higher
North Andover,11/19/2020,844,123,29.0,Higher,68087,10529,137,1.30%,Higher
North Attleborough,11/19/2020,505,76,17.9,Higher,16768,2390,81,3.39%,Higher
North Brookfield,11/19/2020,42,8,12.3,Higher,2580,306,8,2.61%,Higher
North Reading,11/19/2020,332,55,23.6,Higher,12939,2241,62,2.77%,Higher
Northampton,11/19/2020,406,45,11.0,Higher,35860,5002,50,1.00%,Higher
Northborough,11/19/2020,339,45,23.7,Higher,12786,1895,55,2.90%,Higher
Northbridge,11/19/2020,485,102,40.0,Higher,11788,2054,110,5.36%,Higher
Northfield,11/19/2020,8,<5,2.4,Higher,2288,273,1,0.37%,Higher
Norton,11/19/2020,321,67,24.0,Higher,39612,5533,71,1.28%,Higher
Norwell,11/19/2020,178,18,12.0,Higher,7755,1108,18,1.62%,Higher
Norwood,11/19/2020,887,95,22.4,Higher,25004,3530,114,3.23%,Higher
Oak Bluffs,11/19/2020,35,19,26.1,Higher,3620,459,19,4.14%,Higher
Oakham,11/19/2020,15,<5,6.7,Higher,1064,135,2,1.48%,Higher
Orange,11/19/2020,61,8,7.0,Higher,5147,641,8,1.25%,Higher
Orleans,11/19/2020,24,<5,1.3,Higher,2525,232,1,0.43%,Higher
Otis,11/19/2020,9,<5,11.4,No Change,672,89,3,3.37%,Lower
Oxford,11/19/2020,194,46,23.9,Higher,8152,1099,50,4.55%,Higher
Palmer,11/19/2020,151,31,18.7,Higher,7534,1145,39,3.41%,No Change
Paxton,11/19/2020,87,20,28.8,Higher,12688,1342,21,1.56%,Higher
Peabody,11/19/2020,1753,289,36.9,Higher,43253,6740,325,4.82%,Higher
Pelham,11/19/2020,<5,<5,11.6,Higher,554,64,2,3.13%,Higher
Pembroke,11/19/2020,215,21,8.0,Higher,9843,1214,26,2.14%,Higher
Pepperell,11/19/2020,105,15,8.7,Higher,6051,800,16,2.00%,Higher
Peru,11/19/2020,<5,<5,8.6,Higher,225,28,1,3.57%,Higher
Petersham,11/19/2020,14,<5,11.3,Lower,758,106,2,1.89%,Lower
Phillipston,11/19/2020,19,0,0,No Change,774,92,0,0%,No Change
Pittsfield,11/19/2020,485,204,33.2,Higher,28690,4807,209,4.35%,Higher
Plainfield,11/19/2020,<5,<5,22.8,Higher,350,52,2,3.85%,Higher
Plainville,11/19/2020,141,23,17.8,Lower,5804,866,27,3.12%,Lower
Plymouth,11/19/2020,1089,110,12.5,Higher,37546,4641,122,2.63%,Lower
Plympton,11/19/2020,23,6,14.3,Higher,1469,193,6,3.11%,Higher
Princeton,11/19/2020,19,6,13.3,Higher,2674,364,6,1.65%,Higher
Provincetown,11/19/2020,32,0,0,Lower,2262,141,0,0%,Lower
Quincy,11/19/2020,1931,182,12.8,Higher,74069,10147,206,2.03%,Higher
Randolph,11/19/2020,1360,130,27.0,Higher,28616,3676,152,4.13%,Higher
Raynham,11/19/2020,362,33,15.6,Lower,9844,1301,34,2.61%,Lower
Reading,11/19/2020,475,78,20.1,Higher,20297,3172,84,2.65%,Higher
Rehoboth,11/19/2020,181,50,28.1,Higher,5952,952,52,5.46%,Higher
Revere,11/19/2020,3878,484,56.8,Higher,61400,8660,629,7.26%,Higher
Richmond,11/19/2020,12,<5,5.5,Lower,745,89,3,3.37%,Lower
Rochester,11/19/2020,71,10,12.6,Higher,3004,427,14,3.28%,Higher
Rockland,11/19/2020,481,53,20.9,Higher,10377,1206,63,5.22%,Higher
Rockport,11/19/2020,105,8,8.8,Higher,3901,417,9,2.16%,Higher
Rowe,11/19/2020,<5,0,0,No Change,219,23,0,0%,No Change
Rowley,11/19/2020,91,8,9.2,Lower,4258,513,11,2.14%,Lower
Royalston,11/19/2020,5,0,0,No Change,711,109,0,0%,No Change
Russell,11/19/2020,33,<5,15.1,No Change,979,154,4,2.60%,No Change
Rutland,11/19/2020,101,18,14.1,Higher,6423,893,19,2.13%,Higher
Salem,11/19/2020,1271,262,41.6,Higher,44077,7387,302,4.09%,Higher
Salisbury,11/19/2020,126,28,22.6,Higher,5075,740,32,4.32%,Higher
Sandisfield,11/19/2020,8,0,0,No Change,750,78,0,0%,No Change
Sandwich,11/19/2020,168,24,8.1,Higher,10602,1273,27,2.12%,Lower
Saugus,11/19/2020,1102,176,44.1,Higher,25292,3706,205,5.53%,Higher
Savoy,11/19/2020,<5,0,0,No Change,289,43,0,0%,No Change
Scituate,11/19/2020,309,37,14.6,Higher,11526,1358,37,2.72%,Higher
Seekonk,11/19/2020,280,67,34.2,Higher,7077,1102,78,7.08%,Higher
Sharon,11/19/2020,254,35,13.7,Higher,13616,1662,36,2.17%,Higher
Sheffield,11/19/2020,27,<5,4.7,Lower,5412,1035,2,0.19%,Lower
Shelburne,11/19/2020,15,<5,3.9,Lower,2379,285,4,1.40%,Lower
Sherborn,11/19/2020,32,<5,5.7,Higher,3081,419,3,0.72%,Higher
Shirley,11/19/2020,287,85,71.2,Higher,6483,817,92,11.26%,Higher
Shrewsbury,11/19/2020,640,111,20.1,Higher,30071,4126,121,2.93%,Higher
Shutesbury,11/19/2020,<5,<5,4.1,Higher,1482,204,1,0.49%,Higher
Somerset,11/19/2020,530,152,58.6,Higher,13032,1938,166,8.57%,Higher
Somerville,11/19/2020,1814,281,26.5,Higher,173468,27311,323,1.18%,Higher
South Hadley,11/19/2020,274,30,11.9,Higher,17291,2514,36,1.43%,Higher
Southampton,11/19/2020,61,11,13.1,Lower,3991,578,14,2.42%,Lower
Southborough,11/19/2020,100,7,5.2,Lower,11918,1916,7,0.37%,No Change
Southbridge,11/19/2020,359,82,34.9,Higher,10948,1345,87,6.47%,Higher
Southwick,11/19/2020,140,44,32.1,Higher,5554,794,45,5.67%,Higher
Spencer,11/19/2020,159,33,20.6,Higher,7727,967,34,3.52%,Higher
Springfield,11/19/2020,5824,1117,51.1,Higher,128779,19188,1353,7.05%,Higher
Sterling,11/19/2020,187,44,40.0,Higher,7217,879,47,5.35%,Higher
Stockbridge,11/19/2020,18,<5,12.6,Higher,1261,197,3,1.52%,Higher
Stoneham,11/19/2020,608,88,28.2,Higher,20755,3119,104,3.33%,Higher
Stoughton,11/19/2020,843,87,22.5,Higher,20214,2649,97,3.66%,Higher
Stow,11/19/2020,60,16,15.8,Higher,5263,714,19,2.66%,Higher
Sturbridge,11/19/2020,96,20,13.5,Higher,5827,774,21,2.71%,Higher
Sudbury,11/19/2020,274,20,8.0,Higher,14020,1735,22,1.27%,Higher
Sunderland,11/19/2020,41,11,21.1,Higher,10413,1635,11,0.67%,Higher
Sutton,11/19/2020,130,33,26.3,Higher,6140,912,34,3.73%,Higher
Swampscott,11/19/2020,234,29,15.2,Higher,13244,2071,36,1.74%,Higher
Swansea,11/19/2020,411,147,65.8,Higher,10492,1893,168,8.87%,Higher
Taunton,11/19/2020,1568,191,23.7,Higher,41239,5037,220,4.37%,Higher
Templeton,11/19/2020,170,26,20.6,Higher,5457,701,29,4.14%,Higher
Tewksbury,11/19/2020,917,141,32.7,Higher,29705,4280,149,3.48%,Higher
Tisbury,11/19/2020,77,49,83.9,Higher,7026,984,52,5.28%,Higher
Tolland,11/19/2020,<5,<5,17.2,Higher,83,9,1,11.11%,Higher
Topsfield,11/19/2020,141,6,7.4,No Change,5701,704,6,0.85%,No Change
Townsend,11/19/2020,104,37,29.0,Higher,5249,708,40,5.65%,Higher
Truro,11/19/2020,14,0,0,Lower,1020,86,0,0%,Lower
Tyngsborough,11/19/2020,248,55,32.8,Higher,7802,1080,65,6.02%,Higher
Tyringham,11/19/2020,<5,0,0,No Change,179,20,0,0%,No Change
Upton,11/19/2020,64,16,12.4,Higher,4527,610,16,2.62%,Higher
Uxbridge,11/19/2020,230,76,34.8,Lower,8511,1236,80,6.47%,Lower
Wakefield,11/19/2020,558,79,20.8,Higher,23204,3172,101,3.18%,Higher
Wales,11/19/2020,10,<5,7.5,No Change,841,111,3,2.70%,Higher
Walpole,11/19/2020,434,64,17.5,Higher,19428,2550,78,3.06%,Higher
Waltham,11/19/2020,1982,204,21.9,Higher,128164,20170,234,1.16%,Higher
Ware,11/19/2020,91,25,17.6,Higher,6472,940,26,2.77%,Higher
Wareham,11/19/2020,364,51,15.1,Higher,11177,1266,61,4.82%,Higher
Warren,11/19/2020,44,9,11.8,Higher,2409,280,9,3.21%,Higher
Warwick,11/19/2020,<5,0,0,Lower,364,37,0,0%,Lower
Washington,11/19/2020,<5,0,0,No Change,205,31,0,0%,No Change
Watertown,11/19/2020,638,89,19.2,Higher,33153,4875,97,1.99%,Higher
Wayland,11/19/2020,163,17,9.2,No Change,11547,1736,24,1.38%,No Change
Webster,11/19/2020,459,63,26.2,Higher,14575,1924,76,3.95%,Higher
Wellesley,11/19/2020,387,57,13.7,Higher,73325,10772,62,0.58%,Higher
Wellfleet,11/19/2020,13,<5,10.4,No Change,1412,128,5,3.91%,Higher
Wendell,11/19/2020,0,0,0,No Change,618,73,0,0%,No Change
Wenham,11/19/2020,51,9,12.4,Higher,5041,521,9,1.73%,Higher
West Boylston,11/19/2020,105,14,12.8,Higher,5516,727,14,1.93%,Higher
West Bridgewater,11/19/2020,192,11,10.8,Higher,6340,860,13,1.51%,Higher
West Brookfield,11/19/2020,40,10,19.3,Higher,3160,285,10,3.51%,Higher
West Newbury,11/19/2020,34,7,12.4,Higher,2921,371,8,2.16%,Higher
West Springfield,11/19/2020,780,165,40.2,Higher,18872,2930,190,6.48%,Higher
West Stockbridge,11/19/2020,10,<5,12.2,Higher,846,118,2,1.69%,Higher
West Tisbury,11/19/2020,23,<5,5.0,Lower,2526,302,2,0.66%,Lower
Westborough,11/19/2020,494,39,14.9,Higher,15914,2272,43,1.89%,Higher
Westfield,11/19/2020,902,151,26.1,Higher,25719,3685,166,4.50%,No Change
Westford,11/19/2020,304,51,15.8,Higher,15403,1801,55,3.05%,Higher
